tick,type,king,knight,merc,amount,stake,p_knight,notes,trait,delta,invest,wealth_created,rv,threshold,employer,agent
16,bribe_insufficient_funds,K-00,,M-27,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-27,,83181232022930240695173120,0.849,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-28,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-28,,91499355225223264764690432,0.95,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-29,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-29,,100649290747745594677133312,0.849,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-30,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-30,,110714219822520140400951296,0.898,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-31,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-31,,121785641804772164748967936,0.898,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-32,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-32,,133964205985249365761982464,0.938,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-33,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-33,,147360626583774309210128384,0.654,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-34,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-34,,162096689242151764182958080,0.791,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-35,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-35,,178306358166366923421384704,0.791,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-36,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-36,,196136993983003622635470848,0.898,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-37,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-37,,215750693381303998642913280,0.95,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-38,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-38,,237325762719434398507204608,0.898,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-39,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-39,,261058338991377800562212864,0.849,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-40,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-40,,287164172890515639029989376,0.654,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-41,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-41,,315880590179567161701302272,0.898,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-42,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-42,,347468649197523864127537152,0.938,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-43,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-43,,382215514117276271156133888,0.938,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-44,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-44,,420437065529003912015642624,0.95,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-45,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-45,,462480772081904344448892928,0.726,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-46,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-46,,508728849290094689558462464,0.791,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-47,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-47,,559601734219104199745994752,0.849,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-48,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-48,,615561907641014674696175616,0.898,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-49,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-49,,677118098405116135293845504,0.849,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-50,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-50,,744829908245627790054916096,0.849,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-51,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-51,,819312899070190459109244928,0.726,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-52,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-52,,901244188977209518764064768,0.898,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-53,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-53,,991368607874930553103843328,0.95,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-54,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-54,,1090505468662423553438646272,0.849,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-55,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-55,,1199556015528665826319138816,0.938,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-56,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-56,,1319511617081532573877796864,0.791,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-57,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-57,,1451462778789685803777785856,0.791,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-58,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-58,,1596609056668654274204401664,0.898,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-59,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-59,,1756269962335519811576004608,0.938,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-60,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-60,,1931896958569071737758023680,0.849,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-61,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-61,,2125086654425979186411732992,0.95,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-62,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-62,,2337595319868576747711627264,0.95,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-63,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-63,,2571354851855434532433952768,0.898,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-64,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-64,,2828490337040977930701766656,0.791,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-65,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-65,,3111339370745075888698687488,0.95,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-66,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-66,,3422473307819583697470881792,0.95,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-67,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-67,,3764720638601542122193551360,0.898,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-68,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-68,,4141192702461696609290813440,0.849,,,,,,,,,
16,bribe_insufficient_funds,K-00,,M-69,,,,,,,,,,310,,
16,defend_win,K-00,N-01,M-69,,4555311972707865995341987840,0.95,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-00,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-00,,5010843169978652594876186624,0.898,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-01,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-01,,5511927486976517964314968064,0.726,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-02,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-02,,6063120235674169320941813760,0.654,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-03,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-03,,6669432259241586802791809024,0.849,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-04,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-04,,7336375485165745043266338816,0.95,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-05,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-05,,8070013033682320537153437696,0.791,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-06,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-06,,8877014337050551931161804800,0.849,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-07,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-07,,9764715770755607124277985280,0.938,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-08,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-08,,10741187347831167836705783808,0.938,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-09,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-09,,11815306082614284840278687744,0.849,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-10,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-10,,12996836690875712884501905408,0.938,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-11,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-11,,14296520359963284392854421504,0.95,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-12,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-12,,15726172395959612392335212544,0.849,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-13,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-13,,17298789635555573191764082688,0.95,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-14,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-14,,19028668599111130730842816512,0.791,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-15,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-15,,20931535459022243584024772608,0.791,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-16,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-16,,23024689004924469261841203200,0.849,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-17,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-17,,25327157905416916188025323520,0.726,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-18,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-18,,27859873695958610005851111424,0.95,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-19,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-19,,30645861065554470566631571456,0.938,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-20,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-20,,33710447172109915864076124160,0.898,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-21,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-21,,37081491889320911848530247680,0.938,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-22,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-22,,40789641078253000834360016896,0.95,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-23,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-23,,44868605186078299158577414144,0.95,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-24,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-24,,49355465704686126435607248896,0.726,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-25,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-25,,54291012275154741717995880448,0.791,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-26,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-26,,59720113502670223806279188480,0.938,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-27,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-27,,65692124852937237390814085120,0.849,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-28,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-28,,72261337338230956731848982528,0.95,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-29,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-29,,79487471072054055923471089664,0.849,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-30,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-30,,87436218179259463275036803072,0.898,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-31,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-31,,96179839997185423676289318912,0.898,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-32,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-32,,105797823996903953729388019712,0.938,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-33,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-33,,116377606396594354379982635008,0.654,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-34,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-34,,128015367036253802132511129600,0.791,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-35,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-35,,140816903739879164753576198144,0.791,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-36,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-36,,154898594113867074192059400192,0.898,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-37,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-37,,170388453525253804481107197952,0.95,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-38,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-38,,187427298877779181410780708864,0.898,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-39,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-39,,206170028765557110107170406400,0.849,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-40,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-40,,226787031642112821117887447040,0.654,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-41,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-41,,249465734806324103229676191744,0.898,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-42,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-42,,274412308286956524107955437568,0.938,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-43,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-43,,301853539115652162445002145792,0.938,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-44,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-44,,332038893027217392763251195904,0.95,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-45,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-45,,365242782329939160187073986560,0.726,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-46,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-46,,401767060562933041021409296384,0.791,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-47,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-47,,441943766619226373271047897088,0.849,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-48,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-48,,486138143281149031708775940096,0.898,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-49,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-49,,534751957609263836363411685376,0.849,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-50,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-50,,588227153370190297405371449344,0.849,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-51,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-51,,647049868707209249740289998848,0.726,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-52,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-52,,711754855577930160640570163200,0.898,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-53,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-53,,782930341135723247073371357184,0.95,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-54,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-54,,861223375249295670296950341632,0.849,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-55,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-55,,947345712774225110662905856000,0.938,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-56,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-56,,1042080284051647621729196441600,0.791,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-57,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-57,,1146288312456812383902116085760,0.791,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-58,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-58,,1260917143702493622292327694336,0.898,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-59,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-59,,1387008858072743097111551148032,0.938,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-60,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-60,,1525709743880017491265199276032,0.849,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-61,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-61,,1678280718268019043359235506176,0.95,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-62,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-62,,1846108790094820919547661385728,0.95,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-63,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-63,,2030719669104303208534911221760,0.898,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-64,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-64,,2233791636014733388650913988608,0.791,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-65,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-65,,2457170799616206924548489084928,0.95,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-66,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-66,,2702887879577827814035821690880,0.95,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-67,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-67,,2973176667535610313964427149312,0.898,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-68,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-68,,3270494334289171570540851232768,0.849,,,,,,,,,
17,bribe_insufficient_funds,K-00,,M-69,,,,,,,,,,310,,
17,defend_win,K-00,N-01,M-69,,3597543767718088220939978276864,0.95,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-00,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-00,,3957298144489897493393938841600,0.898,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-01,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-01,,4353027958938887242733332725760,0.726,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-02,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-02,,4788330754832775685531689287680,0.654,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-03,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-03,,5267163830316053535559834927104,0.849,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-04,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-04,,5793880213347658776525827735552,0.95,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-05,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-05,,6373268234682424879358391877632,0.791,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-06,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-06,,7010595058150668155424165855232,0.849,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-07,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-07,,7711654563965734070246656966656,0.938,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-08,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-08,,8482820020362307026911359926272,0.938,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-09,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-09,,9331102022398537954782477287424,0.849,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-10,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-10,,10264212224638392200620687753216,0.938,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-11,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-11,,11290633447102232096222700634112,0.95,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-12,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-12,,12419696791812455531024952066048,0.849,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-13,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-13,,13661666470993700858947465904128,0.95,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-14,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-14,,15027833118093071845562137968640,0.791,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-15,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-15,,16530616429902377904218444922880,0.791,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-16,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-16,,18183678072892615694640289415168,0.849,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-17,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-17,,20002045880181879290724150673408,0.726,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-18,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-18,,22002250468200062491016957001728,0.95,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-19,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-19,,24202475515020069640838578176000,0.938,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-20,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-20,,26622723066522078856722249678848,0.898,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-21,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-21,,29284995373174285391314586435584,0.938,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-22,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-22,,32213494910491716632605821501440,0.95,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-23,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-23,,35434844401540888295866403651584,0.95,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-24,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-24,,38978328841694975324013193068544,0.726,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-25,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-25,,42876161725864475558574288797696,0.791,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-26,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-26,,47163777898450920412271941255168,0.938,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-27,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-27,,51880155688296013354219060854784,0.849,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-28,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-28,,57068171257125612888201115992064,0.95,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-29,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-29,,62774988382838181382780631384064,0.849,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-30,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-30,,69052487221122002223218470944768,0.898,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-31,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-31,,75957735943234198842660616142848,0.898,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-32,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-32,,83553509537557615124046975860736,0.938,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-33,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-33,,91908860491313387445090779136000,0.654,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-34,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-34,,101099746540444717182400602308608,0.791,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-35,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-35,,111209721194489185297760960643072,0.791,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-36,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-36,,122330693313938107430416758603776,0.898,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-37,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-37,,134563762645331919974898285412352,0.95,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-38,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-38,,148020138909865124582467070590976,0.898,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-39,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-39,,162822152800851647849352883339264,0.849,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-40,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-40,,179104368080936801825649065984000,0.654,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-41,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-41,,197014804889030463993815463100416,0.898,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-42,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-42,,216716285377933503187437605617664,0.938,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-43,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-43,,238387913915726860711940769972224,0.938,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-44,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-44,,262226705307299535974495741280256,0.95,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-45,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-45,,288449375838029518394982930579456,0.726,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-46,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-46,,317294313421832499057518838808576,0.791,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-47,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-47,,349023744764015705728714299932672,0.849,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-48,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-48,,383926119240417333947660960268288,0.898,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-49,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-49,,422318731164459045725148844916736,0.849,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-50,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-50,,464550604280904943091904325615616,0.849,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-51,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-51,,511005664708995430195335354384384,0.726,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-52,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-52,,562106231179894908363034255687680,0.898,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-53,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-53,,618316854297884399199337681256448,0.95,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-54,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-54,,680148539727672925588384294895616,0.849,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-55,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-55,,748163393700440174912666301628416,0.938,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-56,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-56,,822979733070484221226970546962432,0.791,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-57,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-57,,905277706377532773053336869928960,0.791,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-58,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-58,,995805477015285906243482481065984,0.898,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-59,,,,,,,,,,310,,
18,defend_win,K-00,N-01,M-59,,1095386024716814540102387151929344,0.938,,,,,,,,,
18,bribe_insufficient_funds,K-00,,M-60,,,,,,,,,,310,,
